,Unnamed: 0,date,text,likes
108,108,6/11/14,"WASHINGTON--The U.S. budget deficit has narrowed through two-thirds of the year, aided by both increased tax receipts and smaller federal outlays.</br></br>The U.S. government's deficit from October through May totaled $436.38 billion, down 30% from the same period a year earlier, the Treasury Department said Wednesday. The 2014 federal fiscal year started Oct. 1, 2013.</br></br>The year-to-date deficit is the smallest since the same period in 2008. Deficits reached a recent peak in 2009 at the end of the recession, and have narrowed since.</br></br>Spending outpaced revenue in May, but the month's budget deficit of $129.97 billion narrowed 6% compared with the prior year's May shortfall.</br></br>Economists surveyed by The Wall Street Journal had forecast a May deficit of $130.5 billion.",202.0
109,109,6/9/14,"Investors aren't heartless, but they usually don't mind when workers' pay doesn't rise quickly.</br></br>That is because slow wage increases, while painful on an individual level, usually keep corporate profits high and inflation low, creating better opportunities for shareholders.</br></br>And yet, as if anyone needed further proof that we live in exceptional times, Wall Street is starting to complain that wages are too low.</br></br>""Without a real acceleration in wages it is hard to get a meaningful pickup in consumer spending,"" explained Michelle Meyer, senior U.S. economist at Bank of America Merrill Lynch.</br></br>Weak consumer spending holds back profits and economic growth, one reason stock gains this year have been soft. Both the Dow Jones Industrial Average and the S&P 500 closed at records on Friday, but the Dow is up only 2.1% for 2014, and the S&P is up just 5.5%.",42.0
110,110,6/9/14,"John Steele Gordon's ""The Little Miracle Spurring Inequality"" (op-ed, June 3) is short on facts. For example, he could have cited figures showing how the share of the country's wealth held by the top 1% has gone from approximately 25% in 1981 to approximately 35% in 2010.</br></br>He could also have mentioned that the Gini coefficient, a broad-based, widely accepted measure of income inequality, for the U.S. was higher than in Sweden, Norway, Austria, Germany, Denmark, Austria, Italy, Canada, France, Switzerland, the United Kingdom, Japan, Israel, Iran, etc.</br></br>I agree with Mr. Gordon that capitalism has benefited more people than any other widely practiced economic system. But the question is, ""Have its benefits been fairly distributed?"" I think not. Personally, I tend to agree with a recent pope who condemned what he called ""rapacious capitalism."" This is what it seems to me we now have in the U.S.</br></br>Bernard Schrautemeier</br></br>St. Louis",244.0
111,111,6/6/14,"LONDON--The proportion of Britons expecting interest rates to rise in the coming year is increasing, but slowly, according to a Bank of England survey published Friday. The BOE said 42% of Britons polled in May expect the central bank's benchmark interest rate to rise from 0.5% in the next 12 months, up from 40% in February and 37% in November. The survey found the proportion of Britons expecting rates to stay the same over the next 12 months fell only slightly, to 36% from 37% in February.</br></br>With the economy growing strongly and unemployment falling, most economists and investors expect the BOE to raise its interest rate for the first time since the onset of the financial crisis early next year.</br></br>BOE officials have done little to question those expectations, but have said their benchmark interest rate will rise only gradually, and will remain low by precrisis standards.</br></br>Some economists fear that when it comes, a hike in the BOE benchmark rate may come as a shock to homeowners and other borrowers, some of whom have never experienced a rate hike.</br></br>The BOE's surveys suggest consumers aren't as prepared as investors for rising interest rates. In addition to the 36% who expect rates to be unchanged, 3% expected the interest rate to fall, and 18% said they had no idea how interest rates were going to behave.",454.0
112,112,6/6/14,"Friday's jobs report should reassure Federal Reserve officials the economy is improving as they have predicted and it could intensify their debate about when to start raising short-term interest rates.</br></br>Fed officials have encouraged a view in financial markets that they won't start raising rates from near zero until mid-2015. But a swift decline in the jobless rate in recent months--while welcome for the economy--means slack in the labor market might be diminishing a bit faster than officials expected, a possible source of higher inflation in the future and of tension inside the Fed as officials consider how long to wait on raising rates.</br></br>""There is a pretty high bar for them changing the mid-2015 indication,"" said Alan Levenson, chief economist at T. Rowe Price Associates. ""I have thought for quite some time that they ought to be getting off of zero.""</br></br>The surprise in Friday's report for the Fed was the stability of the U.S. unemployment rate at 6.3% in May and April. A number of officials expected to see the jobless rate rise a bit in May after such a large drop in April from 6.7% in March.</br></br>The next touch point in Fed officials' debate about labor-market slack will be the projections they release in mid-June for the unemployment rate, inflation, growth and interest rates.",560.0
113,113,6/4/14,"In hockey-mad Canada, the golf industry is fighting for what it sees as its due: a tax break on green fees.</br></br>Unlike the U.S., Canada bars businesspeople from deducting golf-course fees, a policy that dates back four decades, when the government closed tax loopholes deemed to benefit the wealthy disproportionately. Canada does, however, allow people to write off up to 50% of the cost of business entertainment, such as tickets to the opera or hockey games.</br></br>The golf industry says that's unfair. A coalition of golfing associations and owners of the country's 2,300 courses -- including ClubLink Enterprises Ltd., auto-parts magnate Frank Stronach and smaller operators -- said the direct and indirect economic impact of golf spending is 14.3 billion Canadian dollars (US$13.12 billion) a year, or roughly 1% of Canada's gross domestic product.</br></br>About 1.5 million Canadians play golf, according to Statistics Canada, while 1.3 million lace up for recreational ice hockey.</br></br>""It's blatant unfairness in government legislation,"" said Jeff Calderwood, head of Canada's National Golf Course Owners Association, which commissioned a report on golf's economic impact. The tax rule ""imposes a major disadvantage on the golf industry,"" he said.",4339.0
114,114,6/3/14,"Nicholas Schorsch, a prolific deal maker in commercial real estate, announced a pair of multibillion-dollar transactions Monday, expanding his hotel empire and selling a large company that specializes in health-care properties.</br></br>Mr. Schorsch said he would sell his American Realty Capital Healthcare Trust Inc. to Ventas Inc., a giant health-care real-estate investment trust, in a $2.6 billion cash-and-stock deal.</br></br>Also Monday, Mr. Schorsch's American Realty Capital Hospitality Trust said it would acquire the Equity Inns, which owns 126 hotels in 35 U.S. states, from a real-estate fund sponsored by Goldman Sachs Group Inc., for $1.92 billion.</br></br>Separately, Mr. Schorsch's flagship company, the publicly traded REIT American Realty Capital Propeties Inc. disclosed Monday in a securities filing that shareholders had voted against the company's executive-compensation plan. The vote against the plan was nonbinding. The plan would make Mr. Schorsch one of the most highly paid REIT executives, if the company hits certain performance objectives.</br></br>Under the terms of the health-care deal, shareholders of New York-based ARC Healthcare will have the option to receive 0.1688 Ventas shares for each of their shares in ARC. The deal values the ARC shares at $11.33 each, a 14% premium to their $9.95 close on Friday.",246.0
115,115,6/2/14,"A lot of Americans buy life insurance and a lot hold stocks. But only a small number own a product combining the two, called variable universal life insurance, or VUL.</br></br>It's a product that has long been out of favor with many financial advisers. But these days it's a better choice for some families than other combinations of insurance and savings, says James Hunt, longtime insurance specialist for the Consumer Federation of America.</br></br>Variable universal life is a type of permanent insurance--designed to remain in place no matter how long the policyholder lives, unlike term life. Permanent life insurance combines a death benefit with a tax-deferred savings component that becomes tax-free at the death of the holder.</br></br>Variable universal life, unlike other permanent life insurance, allows the holder to select from a menu of stock and bond funds.</br></br>For years, VUL got a thumbs-down from many financial advisers and insurance specialists, largely because these policies typically come with steep insurance charges and high investment fees. Mr. Hunt has been one of the critics of those high costs.",920.0
116,116,6/2/14,"WASHINGTON--The Federal Reserve is hiring a former state supervisor and insurance company executive to lead its oversight of big insurance firms, adding an experienced hand to counter criticism the central bank lacks knowledge of the business.</br></br>The Fed named Thomas Sullivan, who served as Connecticut Insurance Commissioner during the financial crisis, to a new senior adviser position, a Fed spokeswoman said. Mr. Sullivan will lead oversight of some of the nation's largest insurers and represent the Fed in global discussions about rules for the industry.</br></br>Mr. Sullivan will become a rarity at the Fed: a senior official with lengthy experience in an area where critics have accused it of being a novice and taking a bank-centric view. The 2010 Dodd-Frank law gave the Fed new authority to regulate insurers and other large, nonbank financial firms that were deemed by regulators to be ""systemically important,"" including dictating capital requirements for those firms.</br></br>Large insurers like Prudential Financial Inc. and MetLife, Inc. have said banklike capital rules could have negative consequences for their business. So far, the Fed has given few details about how it will fashion the insurance capital rules, but Mr. Sullivan's appointment is a signal that the Fed wants to change that by moving forward with publishing them.</br></br>In an interview, Mr. Sullivan declined to comment on the key policy question facing the Fed: Whether the Dodd-Frank law gives the agency enough flexibility to design capital rules in a way that differentiates insurers from banks. ""I am not a policy maker,"" he said, adding ""If someone asks me my opinion I'm going to give it to them.""",1070.0
117,117,6/1/14,"ALBANY, N.Y.--In a raucous and divisive 11th-hour decision, the left-leaning Working Families Party late Saturday voted to nominate Democratic Gov. Andrew Cuomo for re-election despite a swell of discontent among many party members with the governor's record during his first term in office.</br></br>At a day-long convention laced with suspense, the WFP, composed of labor unions and liberal activists, nominated Mr. Cuomo with 59% of the vote after an intense ideological and tactical struggle within the state's leading left-wing faction.</br></br>Mr. Cuomo's nomination came at the conclusion of nearly three hours of vigorous debate that at times included chanting, stomping and references to everyone from the rapper Drake to country singer Kenny Rogers.</br></br>The New York governor's appearance at the party's convention, albeit via video and phone, and his pledge to return Democrats in the state Senate to power, were conditions of WFP leaders before they would deliver the nod to him, according to a person familiar with the matter.</br></br>""Let's unify around this simple goal: taking back the Senate,"" Mr. Cuomo said in a video.",191.0
118,118,5/29/14,"Prof. Alan Blinder (""Fed Hawks vs. Doves: The Sequel,"" op-ed, May 20) states that ""we have a smart, competent and apolitical Fed."" Many would disagree.</br></br>Smart? Within the confines of academic standards, there is no doubt. However, there are many kinds of ""smart.""</br></br>Competent? In a recent interview, Dallas Fed President Richard Fisher stated: ""the Federal Reserve should not be involved in the business of deciding which assets you invest in. We've driven yields . . . to the lowest rates, in what, 237 years of U.S. history. Which direction do we go from here? And how long can we do that? . . . we are playing a central role in American capitalism here . . . and I think it is a dangerous place to be. I worry about the fact that we've painted ourselves into a corner which is going to very hard to get out of.""</br></br>Apolitical? Members of the Board of Governors are presidential appointees, approved by the Senate. They are in the sixth year of a program which, like any bureaucratic intervention, creates selected winners and losers by fiat. They are vainly attempting to execute their mandates without the required complementary fiscal policy, and as a result they are supplanting our elected representatives' responsibilities regarding the economy without being subject to election, appeal or recall. No thinking person could conclude that Fed decisions are ""apolitical.""</br></br>Despite the increasing burdens of bureaucracy, what remains of capitalism will eventually survive. The Fed can claim that its intervention was responsible, capital markets will once again have some bearing on interest rates, and we can all settle in to the new normal, awaiting the next government-induced crisis.",437.0
119,119,5/29/14,"The emerging split between President Obama and young voters may be occurring more quickly than anyone predicted, judging by a Wednesday email from Mr. Obama's former presidential campaign.</br></br>This report has previously noted how difficult the Obama era has been for the young people who helped to elect him. The left-leaning Center for Economic and Policy Research reports that among recent college graduates age 22-27, a full 45% were underemployed in 2013, meaning they were either unemployed or doing jobs that typically don't require a four-year college degree. And the Pew Research Center says that the so-called millennial generation is ""the first in the modern era to have higher levels of student loan debt, poverty and unemployment, and lower levels of wealth and personal income than their two immediate predecessor generations (Gen Xers and Boomers) had at the same stage of their life cycles.""</br></br>Looking at recent survey data, former Obama pollster Sergio Bendixen recently told the New York Times that Mr. Obama's onetime core supporters among the young ""went on to the next website and then the next click on their computer.""</br></br>Now it appears that Mr. Obama is also moving on--to the next generation willing to click the donation button on barackobama.com. And the speed of Mr. Obama's generational pivot appears stunning. As recently as February of this year, an Obama fundraising pitch made one wonder if its intended recipients were even old enough to vote. ""Warning: Cute animals inside,"" announced the subject line. The text of the email then urged Obama supporters to send Affordable Care Act valentines. ""Choose your favorite -- we've got kittens, pandas, badgers, and more. Then click to share it with your special Facebook friends,"" it helpfully suggested.</br></br>Just three months later, a message from Organizing for Action to Obama supporters emailed yesterday announces that ""When James Taylor plays an outdoor concert in Chicago next month, two VIP backstage tickets will be reserved for OFA supporters like you.""",2210.0
120,120,5/28/14,"AMSTERDAM--Dutch retailer Royal Ahold NV said Wednesday that first quarter net profit fell 97% as last year's results were boosted by a large gain, and that it expects volumes to remain under pressure during the second quarter.</br></br>First quarter net profit was [euro]50 million ($68.2 million) compared with [euro]1.95 billion a year earlier, when it booked a [euro]1.75 billion gain from the sale of its stake in Swedish retailer ICA.</br></br>In the first quarter Ahold set aside a [euro]177 million provision to settle a class-action lawsuit related to improper accounting practices at its former subsidiary, U.S. Foodservice.</br></br>First-quarter sales were down 2.5% at [euro]9.82 billion from [euro]10.1 billion in the first quarter of 2013. Excluding the impact of currency losses, sales were up 0.3%.</br></br>""First-quarter sales trends were similar to the previous quarter with a flat year-on-year performance, impacted by low inflation and volumes that remained under pressure in all our markets,"" Chief Executive Dick Boer said. Ahold, which generates around 60% of its sales in the U.S., said it expects trading conditions in the second quarter to be similar to the first quarter.",230.0
121,121,5/22/14,"The stock market's fear gauge has fallen to its lowest level in more than a year, as investors drop their bets on large stock swings.</br></br>The Chicago Board Options Exchange Volatility Index, or VIX, hit a 14-month low on Thursday of 11.68 before closing at 12.03.</br></br>The index, an options-based measure of traders' expectations for price swings in the S&P 500, is widely viewed as a proxy for the stock market's capacity for sudden spikes and plunges.</br></br>Many traders say they detect little fear in the market lately. They cite a financial outlook that is widely perceived to pose little risk of an economic or market downturn: near-record stock prices, low interest rates, steady if unspectacular U.S. growth and expansive if receding Federal Reserve support for the economy and financial markets.</br></br>The VIX's three-month average this week hit 14.1, a level, before 2013's stock rally, last consistently seen in 2007. In the past 10 years, the VIX has averaged 20.08, including a 2008 financial-crisis spike above 80 and a 2011 euro-crisis jump to 48.",381.0
122,122,5/22/14,"Credit Suisse Group AG's ability to serve as a counterparty to the Federal Reserve Bank of New York hasn't been affected by the Swiss bank's criminal tax-evasion settlement reached earlier this week with U.S. authorities.</br></br>The New York Fed considered the bank's settlement and decided to continue its counterparty relationship with Credit Suisse, a New York Fed official said Wednesday. The official noted that Credit Suisse's settlement pertained to activities that didn't involve the bank's broker-dealer business, and that the bank has taken steps to address compliance issues.</br></br>The firm keeping its primary-dealer status is the latest example of how the criminal guilty plea that Credit Suisse reached with prosecutors is designed to minimize the collateral damage that historically flowed from guilty pleas or criminal convictions.</br></br>Primary dealers trade billions of dollars of government securities with the Fed every day, and must meet various broker financial requirements and other standards to participate.</br></br>Credit Suisse is one of 22 such firms. A spokeswoman for Credit Suisse declined to comment.",662.0
123,123,5/21/14,"Much of the financial world hangs on Janet Yellen's every word, looking for policy portents in language that is crafted to be circumspect about the central bank's plans. A more useful place to look for guidance on regulation of the financial system is Daniel Tarullo, a Federal Reserve Board governor and its point man for banking reform. Mr. Tarullo gave a speech in Chicago on May 8 that was as unsettling as it was, by the Fed's inscrutable standards, unguarded.</br></br>Addressing the Chicago Fed Bank Structure Conference, Mr. Tarullo proposed that the central bank must ""broaden the perimeter of prudential regulation, both to certain nonbank financial institutions and to certain activities by all financial actors."" This expansion of regulatory authority would take the Fed far beyond the current power it exercises thanks to the Dodd-Frank law passed in the aftermath of the 2008 financial crises. The casualties of such an expansion could include small- and medium-size banks.</br></br>Under Dodd-Frank, ultimate financial regulatory power resides with the Financial Stability Oversight Council, or FSOC, a council of 10 regulators chaired by the Treasury and which includes the Fed chairman. The FSOC can designate asset managers, mutual funds, hedge funds, or even broker-dealers as systemically important financial institutions, or SIFIs, a classification that puts an institution under the Fed's regulatory authority. The council has already designated the large insurers AIG and Prudential as SIFIs, and it has many more nonbank financial companies in its sights.</br></br>The council's moves are part of a larger blueprint that Mr. Tarullo has now laid out. In the Chicago speech, he proposed ditching complex Basel III capital and liquidity regulations and reducing regulations on small banks. The new system he outlined would use simpler, Basel I capital charges for small banks, on grounds that the failure of these banks would pose no threat to financial stability. Larger regional banks would require slightly elevated regulatory standards, but nothing too complex.</br></br>Once a bank joins a ""club"" of the 80 largest institutions, however, the Federal Reserve should be its regulator, Mr. Tarullo said, and regulation should focus on annual stress tests. The very largest institutions, U.S. global banks and nonbank SIFIs, would receive the most intrusive Fed oversight and be required to satisfy the full range of new international macroprudential rules.",2954.0
124,124,5/21/14,"The latest place where investors are taking on more risk in exchange for apparently meager returns: the U.S. housing market.</br></br>Bond buyers on Tuesday jockeyed to get a piece of $1.6 billion of riskier Fannie Mae securities, enabling the government-backed mortgage company to twice cut the yields it offered on the debt.</br></br>The offering is Fannie's third sale of so-called risk-sharing certificates that enlist investors to pay for potential defaults on the home loans Fannie guarantees. The riskiest of the securities, linked to loans to home purchasers who paid as little as 3% cash upfront, drew 19 times the bids necessary to complete the sale before yields were cut, said people familiar with the offering.</br></br>The sale of the debt, called Connecticut Avenue Securities after the location of one of the Washington company's offices, is expected to be completed on Wednesday, according to the people.</br></br>Robust investor demand for the deal is the latest sign of investors' willingness to take on more risk in return for higher income amid soft economic growth and low interest rates on safe investments.",1704.0
125,125,5/21/14,"Federal Reserve Chairwoman Janet Yellen has argued consistently in recent months that labor markets are abundant with slack that will hold inflation and wages down. But she hasn't convinced all her colleagues.</br></br>Minutes of the Fed's April 29-30 policy meeting showed a lengthy debate on this subject and suggested labor-market slack will become an important battleground in the central bank's coming discussions about how long to continue its low-interest-rate policies.</br></br>Many economists believe lots of slack in the labor market--large numbers of unemployed or underutilized workers--means the Fed can keep interest rates very low to help boost economic growth without generating high inflation. Conversely, they think that if there isn't much slack, or that it decreases rapidly, the central bank should raise rates more quickly to keep price pressures under control.</br></br>The unemployment rate fell to 6.3% in April, not far from its long-run average of 5.8%. Ms. Yellen has argued other measures--such as the nation's many part-time workers who want full-time work--represent slack holding wages down. While that view is broadly held at the Fed, the minutes showed she faced some pushback at the last meeting.</br></br>""Some participants reported that labor markets were tight in their districts or that contacts indicated some sectors or occupations were experiencing shortages of workers,"" the minutes said about the Fed's discussions, without identifying the participants by name or specifying the number holding certain views.",2865.0
126,126,5/20/14,"Republicans already obsessing about the 2016 presidential sweepstakes have paid little attention so far to Rick Santorum. That's a mistake.</br></br>A mistake not because Mr. Santorum, the former Pennsylvania senator and unsuccessful 2012 presidential candidate, is likely to win his party's nomination. He's a long shot if he runs again.</br></br>It is a mistake because Mr. Santorum has written a new book, ""Blue Collar Conservatives,"" that shows he grasps two important realities that seem to escape many others. The first is that, outmoded stereotypes notwithstanding, blue-collar Americans, particularly working-class whites in the South and Midwest, today comprise a core element of the Republican Party. The second reality is that, because of the alienation these people feel from both the political and economic systems, the table is set for a new period of populism.</br></br>That helps explain why longtime private-equity executive Mitt Romney, though an accomplished and experienced figure, wasn't the ideal standard-bearer for the party in 2012, Mr. Santorum argues. More important, he says, these realities suggest Republicans need to rethink their policy focus going forward.</br></br>""We Republicans have neglected to focus our policies and our rhetoric on the plight of lower-income Americans,"" he writes. Later, he adds: ""Our focus on tax cuts for individuals not only leaves us open to the 'tax breaks for the rich' sloganeering of the Left but seems irrelevant to the nearly 50% of the population who don't pay federal income taxes today.""",1677.0
127,127,5/13/14,"WASHINGTON--Two of the biggest companies in the student-loan market agreed on Tuesday to pay a combined $97 million to settle federal charges they overcharged military members and imposed excessive fees for student loans.</br></br>The government accused Sallie Mae, formally known as SLM Corp., and the new owner of its loan-servicing business, Navient Corp., of violating a federal law that caps loan interest rates at 6% for military members. The Justice Department and Federal Deposit Insurance Corp. alleged the companies charged 60,000 service members interest rates that exceeded the cap, resulting in hundreds of dollars in excess interest charges.</br></br>The government said the companies also maximized late fees and failed to adequately disclose how consumers could avoid the fees. In settling the charges, the companies didn't admit or deny the allegations.</br></br>Federal and state scrutiny of the nearly $1.2 trillion student-loan industry has increased. On Tuesday, Education Secretary Arne Duncan said at a news conference that his agency is reviewing whether Navient violated the terms of its contract to manage payments on federal student loans. Asked whether the company's contract could be terminated if violations are found, Mr. Duncan said: ""Everything's on the table.""</br></br>Democrats on Capitol Hill have questioned whether Navient should retain its contract to collect payments for the Education Department, which makes the bulk of student loans.",397.0
128,128,5/11/14,"The next small steps up in inflation could set off big tremors in financial markets.</br></br>The two main U.S. inflation gauges, the Labor Department's consumer-price index and the Commerce Department's personal consumption expenditures price index, are hovering near the lowest levels ever seen outside of recessions.</br></br>Both sit poised to drift upward. Wholesale and import prices show signs of picking up, suggesting some inflation in the pipeline, and some items that briefly declined in price over the past year--such as prescription drugs, financial fees and garments--have started climbing again.</br></br>""The underlying trends seem to be more positive,"" said Michael Pond, global head of inflation market strategy at Barclays Capital. ""It's not alarming. We won't all of a sudden see very high inflation. There's just a bit more upside than what we've seen over the past year.""</br></br>Normally, a move of a couple of tenths of a percentage point in the inflation measures wouldn't matter much to anyone. But the stakes are high now as Federal Reserve officials justify their plan to keep short-term interest rates near zero in part because inflation is running so far below their 2% objective.",34.0
129,129,5/8/14,"Shares of young technology companies fell further out of favor with investors, extending a two-month-long decline and sending the Nasdaq Composite Index to its third retreat in four sessions.</br></br>The slide has been most pronounced among shares of firms that had been market favorites earlier this year because of anticipated strong revenue growth. Twitter finished 3.7% lower at $30.66, a day after its shares tumbled 18% as early investors in the company were freed from restrictions on selling the stock following last year's IPO. The Global X Social Media Index exchange-traded fund is down 23% in the year to date.</br></br>Wednesday's tech selloff marks the latest shift among investors toward more-mature companies with lower valuations and more predictable business prospects. This so-called rotation has left the major averages largely flat for the year but within range of recent highs, while many individual shares have suffered significant drops.</br></br>The Nasdaq lost 13.09 points, or 0.3%, on Wednesday to 4067.67. The Nasdaq has fallen 6.7% from its most recent high hit on March 5.</br></br>Other stock benchmarks gained broadly after Federal Reserve Chairwoman Janet Yellen gave a relatively upbeat outlook for the U.S. economy, but said her optimism hadn't changed the Fed's plans to keep short-term interest rates near zero for the foreseeable future.",732.0
130,130,5/5/14,"The stock market's decline in the face of Friday's strong jobs report shows how uncomfortable investors have become about taking risks.</br></br>The report showed that in April, job creation was its highest in more than a year, while unemployment fell sharply to 6.3% from 6.7%.</br></br>Stocks greeted that news with across-the-board declines Friday, including a 46-point drop in the Dow Jones Industrial Average to 16512.89. On Wednesday, the Dow had closed at a record high for the first time this year. Since then, it has pulled back and is now once again down slightly, 0.4%, for 2014.</br></br>The problem is the one that has plagued stocks since the Dow's 26% gain last year: a concern that they have risen too far, too fast, and that the economic and corporate-earnings outlooks aren't strong enough to push them much higher now. For all its strong job-creation news, the jobs report also showed soft wage growth and a lot of people abandoning job searches.</br></br>A significant stock upturn will take more than good job creation, said Scott Clemons, chief investment strategist at Brown Brothers Harriman Private Banking, which oversees $28 billion in New York.",2593.0
131,131,5/1/14,"Novo Nordisk A/S, the world's largest maker of insulin, cut its sales guidance for the full year because of challenges to its U.S. business, even as it reported a greater-than-expected rise in net profit.</br></br>The Danish drug maker cut its sales-growth guidance in local currencies for the full year to a range of 7% to 10%, from the 8%-to-11% range it gave in January, mainly because of a difficult rebate and contract environment in the U.S. and intensifying competition within the diabetes-treatment field.</br></br>The company maintained expectations of operating-profit growth of around 10% for the full year.</br></br>When asked about industry consolidation and Pfizer Inc.'s rebuffed takeover approach for AstraZeneca PLC, Novo's rival in diabetes treatment, Chief Financial Officer Jesper Brandgaard said Novo Nordisk was focused on organic growth rather than mergers and acquisitions.</br></br>""Novo Nordisk has no intentions of participating in the current consolidation in the industry,"" Mr. Brandgaard said on a conference call Thursday. ""We believe that the focus that Novo Nordisk has is a key driver behind the success of the company.""",272.0
132,132,5/1/14,"Voices is an occasional column that allows wealth managers to address issues of interest to the advisory community. Valerie Porter is the director of the Financial Planning Association's Research and Practice Institute, as well as president of SummitView Financial in Indianapolis.</br></br>In 2012 I started working as a consultant for the Financial Planning Association. FPA was interested in creating a Research and Practice Institute to gather information about practice management for its 23,000 members. There are lots of tools and resources available online for financial planners, but little empirical data regarding how advisory firms are actually run.</br></br>A lot of advisers are great technicians, or great at planning or investments. But many struggle with the business side of their practice. So we created quarterly surveys to ask advisers about the technical aspects of practice management such as their time management and productivity. Our goal is to use the responses from quarterly surveys to identify how advisers can become better business people.</br></br>The first pilot survey was conducted in the fall of 2013. It was designed as a broad baseline study, to get a feel for what's happening in the industry overall as it relates to practice management. We'd hoped to receive 1,000 responses to this first survey, but we received 2,400, which indicated a big interest.</br></br>This inaugural study showed several performance-related gaps. Advisers agreed that effective time management is important to their business success, but that they struggle in this area. For example, most advisers don't have formal practices and systems in place to ensure for efficiency. Additionally, younger advisers and female advisers indicated that they had no access to a formal training system geared specifically toward them and that they would be interested in participating in one.",3588.0
133,133,4/30/14,"Wanted: small investors willing to commit part of their savings to less-developed countries with fast-growing economies and the potential for big returns.</br></br>That, in essence, is the pitch of the first U.S. mutual fund that invests primarily in the government bonds of so-called frontier markets.</br></br>Launched in late February by American Beacon Advisors Inc., an investment firm in Fort Worth, Texas, with $55 billion under management, this fund takes investors to countries such as Venezuela and Rwanda that are one notch lower in economic development than emerging markets like India and China. The mutual fund is managed by Global Evolution, a hedge fund in Denmark.</br></br>The push into frontier markets is the latest effort by money managers to make high-risk, high-return bets more accessible to mom-and-pop investors. Individuals in the U.S. already have the option of investing in a handful of stock funds dedicated to frontier markets.</br></br>Some wealth advisers argue that small investors may be better served putting their retirement savings into more-transparent investments. Even American Beacon advises that its new fund is only appropriate for long-term investors and that the fund shouldn't make up the majority of a portfolio.",4045.0
134,134,4/30/14,"When electricity deregulation rolled out in Texas, private-equity shops were eager to get their hands on old-guard utilities suddenly capable of generating big returns.</br></br>It looked like nothing but upside, but the $32 billion buyout of TXU Corp. was ""based on assumptions that didn't pan out,"" said Shalini Mahajan, credit analyst for Fitch Ratings who covers the company, now known as Energy Future Holdings Corp.</br></br>The deal closed on Oct. 10, 2007, the day before the Dow Jones Industrial Average hit its prerecession peak of 14,164. Not only did the buyers pay too much for the utility, they financed most of the deal with debt, creating an enormous repayment burden. They also managed to miss the change in U.S. energy markets.</br></br>At the time of the buyout, the investors assumed electricity prices in Texas, an electrical island -- it has its own grid -- that can't import much power, would stay high for years to come. Before the recession, power prices in Texas were inflated because much of the state's electricity generation came from burning natural gas, an expensive fuel at the time.</br></br>TXU was uniquely positioned to profit from high electricity prices because it made most of its electricity with coal or uranium, which were cheaper than natural gas. So it was able to collect prices for its electricity that were pegged to gas prices even though its actual costs were much lower.",745.0
135,135,4/29/14,"WASHINGTON--A comprehensive review of major banks' foreclosure files could have delivered an additional $1.5 billion in cash to consumers if it wasn't halted last year, a federal watchdog has found.</br></br>The Government Accountability Office, in a report being released Tuesday, evaluated federal bank regulators' decision last year to cancel a prolonged review of foreclosure-processing and loan-assistance mistakes. A draft of the GAO report was reviewed by The Wall Street Journal.</br></br>The foreclosure probe has been controversial from its start three years ago. Many lawmakers said regulators should not have allowed banks to hire consulting firms who had done previous work for them. Some Democratic lawmakers also have been skeptical of regulators' decision to reach a settlement ending the review early last year, saying it was premature.</br></br>The GAO report shows that the settlement ""was reached without adequate investigation into the harms committed by the servicers,"" Rep. Maxine Waters (D., Calif.) said in a prepared statement. ""Many of the files did not contain complete data, making it impossible to know whether borrowers were disqualified from the possibility of the greatest cash payouts.""</br></br>The foreclosure review could have provided up to $5.4 billion in cash to consumers, instead of the $3.9 billion ultimately agreed upon, the GAO report found.",128.0
136,136,4/24/14,"Business activity in the euro zone expanded at an accelerated pace at the start of the second quarter, a closely watched business survey showed. But companies cut the prices they charged customers, indicating that the European Central Bank's worries over low inflation are far from over.</br></br>The ECB is prepared to act on interest rates or other stimulus measures if inflation undershoots the central bank's forecasts, ECB board member Ardo Hansson, who heads Estonia's central bank, said in an interview on Wednesday.</br></br>Data firm Markit's survey of 5,000 manufacturing and services businesses found that activity was on track to expand in April, at the fastest pace since May 2011. The composite Purchasing Managers Index rose to 54.0 from 53.1 in March. A reading above 50 indicates month-to-month expansion in activity.</br></br>The business surveys add to recent evidence that the currency area's return to growth, which started in the second quarter of 2013, is gaining some momentum. A survey released by the European Commission on Tuesday found that consumer confidence is at its highest since October 2007, while recent data releases have pointed to rises in retail sales, industrial production, exports and construction.</br></br>However, the business surveys carried a warning for the ECB, with manufacturers and service providers reporting that they cut their prices in April at the fastest pace since August 2013.",10.0
